post_id,duration,media_type,likes,comments,shares,saves,reach,impressions,caption_length,hashtags_count,followers,traffic_source,engagement_rate,content_category,duration_seconds,engagement_total
IG0004019,25:23,Video,150982,6334,2539,13088,361057,650902,2086,22,94,External,26.569744754202627,Comedy,1523,172943
IG0004020,25:23,Reel,195454,8280,2270,13631,630709,840985,1399,1,831,External,26.11639922234047,Fashion,1523,219635
IG0004021,25:23,Carousel,95438,4187,4455,4641,992102,1057001,1811,29,894,Hashtags,10.285799161968626,Lifestyle,1523,108721
IG0004022,25:23,Video,107914,8591,3003,10817,31759,249225,1734,26,632,External,52.29210552713411,Lifestyle,1523,130325
IG0004023,25:23,Photo,177856,2771,3132,14457,30064,37550,1931,10,522,Home Feed,527.8721704394142,Music,1523,198216
IG0004024,25:23,Video,69861,198,2852,12923,547509,773322,1493,24,879,Profile,11.099386801358296,Music,1523,85834
IG0004025,25:23,Photo,7992,6733,3456,12845,1853334,1902611,1552,20,439,Profile,1.630706434473468,Fashion,1523,31026
IG0004026,25:23,Carousel,168161,4250,953,6211,1695175,1984289,373,10,129,Home Feed,9.049841026181166,Photography,1523,179575
IG0004027,25:23,Carousel,72067,2442,2623,10182,1826856,2161605,1504,7,247,Profile,4.039313380566755,Music,1523,87314
IG0004028,25:23,Reel,145343,4914,4403,6565,1260240,1450487,1286,26,402,Home Feed,11.115232332313216,Travel,1523,161225
IG0004029,25:23,Photo,56172,2121,2350,14342,238853,438463,702,22,845,Explore,17.101785099312828,Technology,1523,74985
IG0004030,25:23,Photo,48046,3698,2770,3788,249958,542281,1423,16,732,External,10.751252579382275,Food,1523,58302
IG0004031,25:23,Video,137817,2179,1990,11583,126096,287243,1360,16,101,Home Feed,53.46309570642278,Fitness,1523,153569
IG0004032,25:23,Carousel,170790,7117,2652,590,232202,684037,730,9,256,External,26.48233940561695,Food,1523,181149
IG0004033,25:23,Carousel,66181,3046,4786,492,1313249,1632633,1003,16,381,Reels Feed,4.563487323850492,Food,1523,74505
IG0004034,25:23,Video,173202,5948,953,9364,1261812,1710363,392,14,994,Explore,11.077589961896978,Fitness,1523,189467
IG0004035,25:23,Reel,77186,4630,1251,13858,988670,1293503,68,1,642,Profile,7.493218028871985,Music,1523,96925
IG0004036,25:23,Video,140768,4046,2133,930,829626,877429,1277,23,277,External,16.85344341251543,Fashion,1523,147877
IG0004037,25:23,Carousel,190335,7069,2385,14896,1828403,1834985,2000,14,635,Profile,11.699550677525975,Fitness,1523,214685
IG0004038,25:23,Carousel,79716,8196,4938,4678,1191587,1223077,1755,29,268,External,7.973986919875037,Beauty,1523,97528
IG0004039,25:23,Reel,68815,5552,4730,8651,1696165,2124827,1905,15,534,External,4.129653849466333,Photography,1523,87748
IG0004040,25:23,Photo,155611,2995,3807,10070,84899,494383,2097,18,311,Profile,34.88853783402747,Technology,1523,172483
IG0004041,25:23,Carousel,75324,9407,3925,4769,278402,639372,1578,12,26,Profile,14.611994269376826,Comedy,1523,93425
IG0004042,25:23,Reel,138367,8451,95,7850,1344829,1840523,1951,2,313,External,8.408642543450965,Music,1523,154763
IG0004043,25:23,Photo,3047,6251,1943,10095,1267576,1292546,702,22,790,Hashtags,1.650695603870191,Photography,1523,21336
IG0004044,25:23,Reel,68359,5765,2297,13770,373480,636858,381,22,35,Explore,14.161869678955119,Fitness,1523,90191
IG0004045,25:23,Photo,137097,5523,3208,11170,1344638,1651848,1707,4,188,Profile,9.504385391391944,Beauty,1523,156998
IG0004046,25:23,Reel,136846,646,3771,2586,1925208,2052365,148,22,956,External,7.008938468547261,Comedy,1523,143849
IG0004047,25:23,Video,18522,3297,4796,11869,433736,632071,170,11,172,Home Feed,6.088556507101259,Technology,1523,38484
IG0004048,25:23,Carousel,84299,1332,3876,9899,112900,176884,2147,19,28,Reels Feed,56.198412518938966,Technology,1523,99406
IG0004049,25:23,Video,127545,1852,2369,11481,104276,199253,624,7,805,Hashtags,71.89201668230842,Music,1523,143247
IG0004050,25:23,Video,187756,1127,1808,13742,701478,737721,2081,3,967,Profile,27.711424779828686,Fitness,1523,204433
IG0004051,25:23,Video,147295,655,1839,13778,34607,105069,1236,23,592,Home Feed,155.67579400203675,Photography,1523,163567
IG0004052,25:23,Photo,116397,8603,1838,11818,1885534,2167975,1212,16,493,Explore,6.395645706246612,Fashion,1523,138656
IG0004053,25:23,Photo,170576,811,260,9430,766276,1134825,1873,1,651,Reels Feed,15.956380939792478,Photography,1523,181077
IG0004054,25:23,Video,181495,5653,4311,9451,1588496,1977778,631,5,191,Profile,10.158369645127006,Photography,1523,200910
IG0004055,25:23,Photo,9187,5051,1381,11917,473324,964578,1574,5,747,Reels Feed,2.8547198878680624,Technology,1523,27536
IG0004056,25:23,Video,186116,2941,116,1119,1573509,2023312,186,10,519,Home Feed,9.40497560435563,Fashion,1523,190292
IG0004057,25:23,Reel,104320,4443,488,2025,562738,680384,1948,22,794,Explore,16.354881949017024,Fashion,1523,111276
IG0004058,25:23,Carousel,99504,7368,207,11100,1039166,1241561,586,18,501,External,9.518581849784264,Music,1523,118179
IG0004059,25:23,Video,184684,4715,2812,2822,1912179,2260230,1844,5,521,External,8.628900598611645,Comedy,1523,195033
IG0004060,25:23,Video,10852,6023,2518,14989,882006,1249922,1487,6,876,Home Feed,2.750731645654689,Lifestyle,1523,34382
IG0004061,25:23,Photo,115712,4137,536,7675,370838,437495,473,4,408,Explore,29.271191670761954,Food,1523,128060
IG0004062,25:23,Photo,65820,7407,997,8698,714210,972203,2085,25,725,Profile,8.529288636221036,Food,1523,82922
IG0004063,25:23,Video,85866,6139,1954,13682,1243917,1304596,1202,30,590,Reels Feed,8.25090679413397,Technology,1523,107641
IG0004064,25:23,Photo,79585,9518,1565,3584,473665,655215,2145,15,839,Home Feed,14.384896560670926,Lifestyle,1523,94252
IG0004065,25:23,Reel,182669,6048,2926,116,691274,722259,2068,15,404,Reels Feed,26.549894151543974,Comedy,1523,191759
IG0004066,25:23,Photo,73690,3319,1015,11083,531074,989526,281,0,640,Home Feed,9.005018564443986,Lifestyle,1523,89107
IG0004067,25:23,Carousel,143894,7550,4183,13232,1534935,1568206,161,11,922,Home Feed,10.767654249505485,Music,1523,168859
IG0004068,25:23,Photo,192914,6815,4989,8342,1916234,2222471,508,2,961,Hashtags,9.586626777132299,Photography,1523,213060
IG0004069,25:23,Reel,101510,9787,818,5898,307626,595124,1759,26,861,Home Feed,19.82998501152701,Technology,1523,118013
IG0004070,25:23,Carousel,88368,8564,2649,5042,16436,310290,1756,27,462,Hashtags,33.71781236907409,Fashion,1523,104623
IG0004071,25:23,Carousel,34035,2372,1001,10712,649884,756899,45,8,310,Hashtags,6.357519299140307,Technology,1523,48120
IG0004072,25:23,Photo,3316,5220,2700,3948,1970646,2180881,1729,20,266,Profile,0.6962323941563066,Food,1523,15184
IG0004073,25:23,Reel,18138,4642,2220,2910,1905962,2325914,694,2,174,External,1.1999583819522133,Comedy,1523,27910
IG0004074,25:23,Video,65191,9962,997,7251,1964261,2256952,2055,13,256,Profile,3.6952934754483038,Lifestyle,1523,83401
IG0004075,25:23,Carousel,160078,4427,1619,14283,1616726,2026139,255,29,831,External,8.903979440699775,Comedy,1523,180407
IG0004076,25:23,Carousel,145471,8452,1413,12534,1978891,2220553,560,11,205,Profile,7.55982856522677,Music,1523,167870
IG0004077,25:23,Carousel,113519,1750,283,12559,626726,680317,1645,1,540,Reels Feed,18.831074337404473,Technology,1523,128111
IG0004078,25:23,Photo,50556,6710,904,11024,749421,1067842,229,18,91,External,6.479797573049197,Fitness,1523,69194
IG0004079,25:23,Carousel,175670,3674,3996,4683,1042628,1210624,969,21,765,Reels Feed,15.531081491858744,Technology,1523,188023
IG0004080,25:23,Photo,16684,3711,2779,13022,1713387,2065353,1158,21,129,Reels Feed,1.752533344178937,Fashion,1523,36196
IG0004081,25:23,Video,124681,4151,2547,14574,1159556,1638953,1729,28,716,External,8.90525841802663,Technology,1523,145953
IG0004082,25:23,Photo,22648,1242,1654,5113,216419,228023,1160,22,894,Hashtags,13.444696368348808,Beauty,1523,30657
IG0004083,25:23,Reel,145247,350,53,7913,1964677,1978691,1133,19,539,External,7.760837846839147,Music,1523,153563
IG0004084,25:23,Video,85366,3355,341,6663,922527,1176066,1161,12,352,Hashtags,8.139424147964485,Travel,1523,95725
IG0004085,25:23,Carousel,70077,9134,1890,11422,1592988,2029295,1445,28,446,Home Feed,4.559366676604436,Music,1523,92523
IG0004086,25:23,Video,11681,3027,1818,4191,1551077,1601882,1921,10,353,Profile,1.2932912661481932,Lifestyle,1523,20717
IG0004087,25:23,Video,111776,9920,4649,13120,1991478,2408513,1870,14,831,Reels Feed,5.7905022725640265,Travel,1523,139465
IG0004088,25:23,Reel,191833,1899,374,14677,318684,628558,1264,6,678,Profile,33.2161868912654,Lifestyle,1523,208783
IG0004089,25:23,Reel,156220,3286,863,6986,436113,876307,1100,10,864,External,19.097759118665035,Lifestyle,1523,167355
IG0004090,25:23,Video,187766,8530,1355,1365,142061,507889,1891,9,691,Explore,39.18494001642091,Fashion,1523,199016
IG0004091,25:23,Carousel,165423,4417,571,4256,1956371,2208499,1487,12,158,Reels Feed,7.90885574319934,Fashion,1523,174667
IG0004092,25:23,Video,112844,8102,3589,8815,1351581,1763729,604,13,512,External,7.560685343383253,Photography,1523,133350
IG0004093,25:23,Reel,88490,6323,3652,2558,1531873,1979198,1061,20,590,Explore,5.104239191834268,Food,1523,101023
IG0004094,25:23,Video,14394,7646,3387,7769,263516,649666,262,25,262,Hashtags,5.109702524066213,Photography,1523,33196
IG0004095,25:23,Photo,20035,4786,703,7790,1097510,1202610,1707,25,626,Home Feed,2.7701416086678146,Photography,1523,33314
IG0004096,25:23,Carousel,35597,985,3118,13939,1430783,1694363,1937,30,216,Home Feed,3.165732490617418,Food,1523,53639
IG0004097,25:23,Photo,91780,9694,1519,1079,499216,746451,1300,2,97,Hashtags,13.94224135274787,Fitness,1523,104072
IG0004098,25:23,Photo,132219,8898,1880,10282,1113258,1325661,39,22,575,Explore,11.562458275531979,Travel,1523,153279
IG0004099,25:23,Carousel,25267,8308,1778,11066,512399,833113,2159,13,251,Profile,5.571753171538555,Comedy,1523,46419
IG0004100,25:23,Video,165038,9076,2287,14031,389450,764895,170,1,215,Home Feed,24.896489060590017,Photography,1523,190432
IG0004101,25:23,Video,120548,4863,3526,14982,42404,69163,1313,8,490,Profile,208.08669375243988,Technology,1523,143919
IG0004102,25:23,Carousel,193856,9745,2022,381,1977890,2474793,395,29,501,External,8.324090136023496,Technology,1523,206004
IG0004103,25:23,Video,49331,6076,4371,1893,319078,415394,679,15,675,Home Feed,14.84638680385369,Lifestyle,1523,61671
IG0004104,25:23,Video,87990,4786,891,12901,422170,621400,331,28,112,Hashtags,17.149662053427743,Food,1523,106568
IG0004105,25:23,Photo,155085,2520,328,14986,459552,869980,1134,28,62,External,19.87620405066783,Lifestyle,1523,172919
IG0004106,25:23,Photo,38429,5422,295,4297,136549,144023,1841,0,806,Profile,33.635599869465295,Beauty,1523,48443
IG0004107,25:23,Reel,39264,2903,1956,13134,1689715,1996294,1508,22,31,Home Feed,2.868164709206159,Beauty,1523,57257
IG0004108,25:23,Carousel,81393,1062,149,2565,1448465,1759649,1403,5,496,Profile,4.840112999808484,Comedy,1523,85169
IG0004109,25:23,Reel,147144,2695,3010,6438,1553207,1968360,1830,30,959,Profile,8.092371314190494,Fashion,1523,159287
IG0004110,25:23,Video,185324,3389,3705,13846,1363078,1637400,572,9,98,Hashtags,12.597044094295834,Fashion,1523,206264
IG0004111,25:23,Photo,158626,5696,3160,7417,1361552,1821826,1502,9,760,Explore,9.600203312500755,Food,1523,174899
IG0004112,25:23,Photo,131829,8225,4650,444,1972526,2120703,923,15,291,Reels Feed,6.844334166547602,Food,1523,145148
IG0004113,25:23,Video,112617,5952,3850,933,1003516,1303649,196,1,941,Profile,9.462056120934392,Photography,1523,123352
IG0004114,25:23,Reel,15782,6071,301,9439,402699,508671,1495,4,598,Explore,6.210890732909877,Beauty,1523,31593
IG0004115,25:23,Video,3316,922,913,2095,1333389,1393427,459,8,692,External,0.5200128890856859,Photography,1523,7246
IG0004116,25:23,Reel,180714,3206,2251,11564,795997,798352,947,26,458,Home Feed,24.767896867547147,Fashion,1523,197735
IG0004117,25:23,Video,130563,589,320,3835,67731,293002,662,1,533,Reels Feed,46.1795482624692,Travel,1523,135307
IG0004118,25:23,Reel,83455,4606,1666,13428,1535934,1678472,266,0,679,Hashtags,6.145768294019799,Travel,1523,103155
IG0004119,25:23,Photo,188399,8564,365,2078,255849,607671,1881,21,965,Explore,32.81479616437184,Food,1523,199406
IG0004120,25:23,Carousel,42154,6050,3478,1798,557546,1042333,806,28,796,Home Feed,5.130797931179383,Lifestyle,1523,53480
IG0004121,25:23,Photo,18927,1151,87,8928,468390,655307,1323,11,920,Profile,4.439598539310582,Fashion,1523,29093
IG0004122,25:23,Reel,49116,757,3584,6620,1534620,1817210,52,4,923,Hashtags,3.306002058100054,Travel,1523,60077
IG0004123,25:23,Video,101739,7423,325,9749,209863,353410,987,24,703,Explore,33.73871707082425,Fashion,1523,119236
IG0004124,25:23,Reel,63350,9743,1261,13994,1570929,1916577,1976,20,966,Reels Feed,4.609676522258171,Music,1523,88348
IG0004125,25:23,Photo,93989,5083,2958,13430,1461870,1878193,842,2,410,External,6.147398057601109,Technology,1523,115460
IG0004126,25:23,Carousel,42629,9914,797,2008,384235,445968,1191,22,350,Hashtags,12.410755928676496,Beauty,1523,55348
IG0004127,25:23,Carousel,73915,8853,957,12632,1069350,1097876,1633,0,995,Home Feed,8.776674232791317,Photography,1523,96357
IG0004128,25:23,Reel,49555,7205,462,12821,1709669,2084398,902,13,224,Home Feed,3.3603467284079147,Fashion,1523,70043
IG0004129,25:23,Video,12934,6692,560,4719,1791792,2025804,1800,11,86,Reels Feed,1.229388430470075,Technology,1523,24905
IG0004130,25:23,Reel,14619,9609,47,13248,1171553,1501536,1938,15,351,Hashtags,2.4989743835645633,Music,1523,37523
IG0004131,25:23,Photo,147453,4105,2746,6886,1516884,1868944,1627,16,720,External,8.62465649051015,Photography,1523,161190
IG0004132,25:23,Carousel,26957,2866,3419,8861,1780235,2147942,247,25,946,Home Feed,1.960155348701222,Fashion,1523,42103
IG0004133,25:23,Reel,159912,8744,4363,6840,700086,1077219,1689,17,439,Reels Feed,16.69660486864788,Food,1523,179859
IG0004134,25:23,Carousel,94660,7382,1184,8259,1396706,1632112,1727,4,360,Explore,6.830719950591627,Technology,1523,111485
IG0004135,25:23,Video,174357,1490,4382,6854,441408,729706,1596,16,121,Hashtags,25.638133714125967,Photography,1523,187083
IG0004136,25:23,Carousel,51042,1185,1315,13846,796850,1063285,64,3,239,Profile,6.337717545154874,Fashion,1523,67388
IG0004137,25:23,Reel,180111,711,250,5624,1801449,2282978,487,10,852,Home Feed,8.177739776730219,Technology,1523,186696
IG0004138,25:23,Reel,129580,4968,970,4085,375336,793556,147,5,759,Home Feed,17.592079197939402,Music,1523,139603
IG0004139,25:23,Carousel,97245,40,4437,5081,806977,1141829,507,4,622,Hashtags,9.35367730194276,Fashion,1523,106803
IG0004140,25:23,Reel,42273,1563,1118,4553,641276,948354,174,15,10,Home Feed,5.220308028436638,Fashion,1523,49507
IG0004141,25:23,Photo,5682,6316,2958,2275,609585,911389,154,29,347,Hashtags,1.890630674717382,Fashion,1523,17231
IG0004142,25:23,Carousel,108910,7315,4425,10204,1867489,2189872,1803,8,731,Reels Feed,5.975417741310907,Comedy,1523,130854
IG0004143,25:23,Video,31311,4428,3434,9837,994486,1016255,783,3,669,Home Feed,4.822608498851174,Food,1523,49010
IG0004144,25:23,Photo,180683,4339,1269,2002,106813,253532,386,30,838,External,74.26794250824354,Music,1523,188293
IG0004145,25:23,Photo,109787,468,248,5199,48746,113356,1703,0,934,Home Feed,102.06958608278345,Photography,1523,115702
IG0004146,25:23,Carousel,128984,3158,528,4923,1239736,1258368,1893,29,327,Home Feed,10.934241811616316,Comedy,1523,137593
IG0004147,25:23,Carousel,195710,730,3393,416,903573,1018280,1318,20,866,Explore,19.665416192010056,Lifestyle,1523,200249
IG0004148,25:23,Video,40340,7809,3314,2423,112550,272161,2176,16,693,External,19.799309967262026,Comedy,1523,53886
IG0004149,25:23,Carousel,190039,9067,2296,2216,1394391,1500305,1810,27,552,Home Feed,13.571773739339669,Beauty,1523,203618
IG0004150,25:23,Carousel,160680,5365,4075,11379,155574,318984,1128,19,871,External,56.899092117472975,Beauty,1523,181499
IG0004151,25:23,Video,125540,709,359,11815,270084,526077,544,12,308,External,26.312307894091546,Fashion,1523,138423
IG0004152,25:23,Carousel,122260,9919,4183,6749,1341665,1502109,2163,16,635,Profile,9.527337896251204,Comedy,1523,143111
IG0004153,25:23,Reel,51111,9606,2124,14396,1082126,1398798,1251,8,797,Hashtags,5.521669318943836,Lifestyle,1523,77237
IG0004154,25:23,Photo,180783,446,3039,12501,426674,729236,1866,30,966,Reels Feed,26.982897169092034,Comedy,1523,196769
IG0004155,25:23,Photo,159267,677,4462,7582,801435,960305,571,17,401,Home Feed,17.90972659727899,Food,1523,171988
IG0004156,25:23,Photo,165331,1733,2013,8613,1647191,2032754,1420,1,258,Explore,8.74134302527507,Food,1523,177690
IG0004157,25:23,Carousel,109593,5032,1963,12464,1086174,1148258,209,10,347,Home Feed,11.238937590680841,Lifestyle,1523,129052
IG0004158,25:23,Photo,143930,6925,2944,8528,1341315,1758269,786,16,140,Profile,9.232205083522487,Comedy,1523,162327
IG0004159,25:23,Carousel,79757,533,4057,1780,364880,382984,2079,23,863,Explore,22.488406826394836,Technology,1523,86127
IG0004160,25:23,Carousel,85383,3954,4239,3272,493068,635307,1103,14,961,Explore,15.244283472399959,Food,1523,96848
IG0004161,25:23,Reel,149287,7452,3195,1008,1656065,2080468,272,12,368,Hashtags,7.735855586339227,Food,1523,160942
IG0004162,25:23,Video,75116,7871,3802,6605,66902,68433,1901,20,150,Home Feed,136.47509242616866,Travel,1523,93394
IG0004163,25:23,Video,154002,5241,3703,12307,1438090,1712825,1163,16,552,External,10.231810021455782,Comedy,1523,175253
IG0004164,25:23,Video,49467,9472,541,2481,564295,808255,99,23,819,Explore,7.666021243295742,Food,1523,61961
IG0004165,25:23,Reel,38904,1544,4662,644,1349816,1412864,860,11,736,Profile,3.2383867095488315,Music,1523,45754
IG0004166,25:23,Carousel,71252,5544,4721,2196,1757339,1968247,1785,0,541,Home Feed,4.253175541484377,Comedy,1523,83713
IG0004167,25:23,Carousel,12862,7182,163,11919,337042,583292,545,20,971,Home Feed,5.5077045459221114,Beauty,1523,32126
IG0004168,25:23,Carousel,106828,4100,2909,5705,1177698,1568041,1683,10,838,Profile,7.623652697856754,Travel,1523,119542
IG0004169,25:23,Photo,165423,321,948,5925,104194,112753,779,21,209,External,153.09304408751873,Food,1523,172617
IG0004170,25:23,Photo,153501,2401,4368,3530,1594887,1859336,519,11,154,Home Feed,8.809596544142641,Travel,1523,163800
IG0004171,25:23,Reel,20375,2163,4939,13061,1554017,1756798,683,28,331,Hashtags,2.3074935194598356,Beauty,1523,40538
IG0004172,25:23,Carousel,72316,9296,741,7044,1799886,2202692,1601,16,927,Explore,4.058533830422047,Lifestyle,1523,89397
IG0004173,25:23,Carousel,101766,985,4552,1785,222566,507627,14,20,766,Home Feed,21.48979467207221,Lifestyle,1523,109088
IG0004174,25:23,Photo,95876,1639,4796,9094,134034,158525,987,2,166,External,70.27598170635547,Comedy,1523,111405
IG0004175,25:23,Video,56761,6646,4286,13813,1375162,1712325,961,14,982,Home Feed,4.759960871913918,Beauty,1523,81506
IG0004176,25:23,Carousel,188229,6038,954,10211,1053698,1172472,1831,16,49,Profile,17.52127129688385,Fitness,1523,205432
IG0004177,25:23,Reel,184098,2356,45,12908,1307768,1588632,1582,8,977,Hashtags,12.552120314836918,Fitness,1523,199407
IG0004178,25:23,Photo,16866,4623,2246,10015,1751900,2100924,1461,18,673,Hashtags,1.6064360252917287,Comedy,1523,33750
IG0004179,25:23,Carousel,44918,6650,268,7172,1718487,2196646,349,0,177,External,2.686277169830733,Fashion,1523,59008
IG0004180,25:23,Carousel,13087,5585,3306,1475,1427413,1749786,1034,27,955,Profile,1.3403353324349376,Travel,1523,23453
IG0004181,25:23,Carousel,14479,8809,1253,13878,917230,1172901,1228,22,163,Profile,3.2755535207148774,Travel,1523,38419
IG0004182,25:23,Video,121988,1500,2472,13018,550296,627502,877,18,771,External,22.14781785556062,Lifestyle,1523,138978
IG0004183,25:23,Photo,33680,1557,1038,14670,697483,1124197,2083,27,153,Home Feed,4.531679056250818,Fitness,1523,50945
IG0004184,25:23,Photo,156312,4291,2370,7815,132275,601242,1033,28,550,Hashtags,28.40586652296413,Photography,1523,170788
IG0004185,25:23,Carousel,185199,9988,3386,2326,772217,1100202,313,16,438,External,18.260192219247013,Food,1523,200899
IG0004186,25:23,Reel,79284,3700,2038,311,817474,1167562,36,29,843,Reels Feed,7.308648277350582,Food,1523,85333
IG0004187,25:23,Reel,156445,8316,4135,12777,1896858,1955383,1458,13,554,Home Feed,9.290916408703563,Food,1523,181673
IG0004188,25:23,Reel,193158,401,3897,8441,501295,774554,1108,4,413,External,26.582652726601374,Lifestyle,1523,205897
IG0004189,25:23,Photo,168742,6999,2814,6677,742623,916666,706,24,921,Hashtags,20.207141968830523,Beauty,1523,185232
IG0004190,25:23,Photo,83588,2904,392,3973,1725328,1965184,1306,14,905,Reels Feed,4.623332980524979,Technology,1523,90857
IG0004191,25:23,Video,136018,1596,4794,12085,1988635,2337412,27,30,923,Home Feed,6.609575034268669,Fitness,1523,154493
IG0004192,25:23,Photo,71375,203,571,1759,496093,646910,1908,25,468,External,11.4247731523705,Fitness,1523,73908
IG0004193,25:23,Video,40530,9595,4197,10022,1319769,1505655,1533,8,275,Reels Feed,4.27348894667105,Photography,1523,64344
IG0004194,25:23,Photo,159040,657,1154,14653,1639331,1899209,1538,24,438,Explore,9.24089976405967,Travel,1523,175504
IG0004195,25:23,Reel,32521,4308,1174,6039,107202,353321,1906,10,418,Hashtags,12.465152085497323,Fashion,1523,44042
IG0004196,25:23,Reel,48664,4199,1580,9082,1484078,1657555,925,15,137,Hashtags,3.832452015166918,Comedy,1523,63525
IG0004197,25:23,Photo,139909,3851,4759,8120,1550401,1682731,1721,16,136,Home Feed,9.30861795497914,Travel,1523,156639
IG0004198,25:23,Carousel,113335,3963,3206,4592,1135647,1299767,2155,11,424,Reels Feed,9.624494236274655,Beauty,1523,125096
IG0004199,25:23,Carousel,88695,5760,4085,3231,312727,670984,375,25,924,Reels Feed,15.167425750837577,Comedy,1523,101771
IG0004200,25:23,Video,51086,7476,4744,4646,1121913,1266212,1337,21,615,Profile,5.3665578907797435,Fitness,1523,67952
IG0004201,25:23,Photo,137314,8642,3067,5182,45498,247575,2138,2,418,Hashtags,62.28617590629102,Beauty,1523,154205
IG0004202,25:23,Photo,198420,2161,662,6456,1045055,1347473,1497,2,299,External,15.41396376773412,Comedy,1523,207699
IG0004203,25:23,Video,103872,9088,4014,2401,1616148,1886341,395,26,303,Explore,6.328389193682373,Photography,1523,119375
IG0004204,25:23,Reel,50199,3777,3272,6695,1571818,2023467,1427,13,951,Reels Feed,3.160071303362002,Photography,1523,63943
IG0004205,25:23,Carousel,171,9992,3269,5656,1766047,1802439,1710,25,982,External,1.059009486590115,Music,1523,19088
IG0004206,25:23,Photo,26225,9957,126,4777,955922,993189,183,18,204,Home Feed,4.13667489269414,Technology,1523,41085
IG0004207,25:23,Reel,41085,7806,1479,6513,1371433,1750370,1928,13,773,Profile,3.2497700486182923,Photography,1523,56883
IG0004208,25:23,Reel,17754,7404,4213,12525,784106,1199287,454,2,186,Profile,3.4934090005144727,Fitness,1523,41896
IG0004209,25:23,Photo,115093,2511,4509,2930,1290647,1383852,2156,8,477,Profile,9.035865106962305,Fashion,1523,125043
IG0004210,25:23,Carousel,98174,7731,4537,6626,1730812,1963869,1081,1,918,Profile,5.961090072708516,Food,1523,117068
IG0004211,25:23,Carousel,2313,5047,3534,3135,453384,548616,918,18,755,Profile,2.5571620222523586,Music,1523,14029
IG0004212,25:23,Photo,14051,77,1024,3875,213099,629294,911,29,757,External,3.0235470225363663,Food,1523,19027
IG0004213,25:23,Carousel,28577,6552,998,10814,1971387,2249240,1131,2,71,Hashtags,2.0869715992957625,Technology,1523,46941
IG0004214,25:23,Video,163544,690,2624,11951,1009778,1134770,1906,19,303,Home Feed,15.757290023528997,Comedy,1523,178809
IG0004215,25:23,Carousel,43608,3329,266,11183,979834,1290636,571,10,909,Home Feed,4.523816165053509,Lifestyle,1523,58386
IG0004216,25:23,Carousel,167559,6910,1172,12981,385179,633350,1056,30,725,Profile,29.78163732533354,Photography,1523,188622
IG0004217,25:23,Reel,28576,9549,4252,4649,1464971,1912529,1025,15,576,External,2.458838532644472,Fashion,1523,47026
IG0004218,25:23,Photo,16653,6502,882,7305,1330496,1662222,456,27,573,Profile,1.8855483804209063,Technology,1523,31342
IG0004219,25:23,Video,34149,3864,1945,13942,1677198,1893097,7,22,115,External,2.8471863829481534,Food,1523,53900
IG0004220,25:23,Photo,169091,6927,1205,5112,932121,1063128,60,23,113,Home Feed,17.150804042410698,Music,1523,182335
IG0004221,25:23,Video,13408,1266,3655,6533,1640829,2080242,1000,6,645,Home Feed,1.195149410501278,Photography,1523,24862
IG0004222,25:23,Video,24778,7112,130,3081,190506,451863,1098,19,969,Reels Feed,7.768062443705283,Fitness,1523,35101
IG0004223,25:23,Carousel,87792,3671,891,1657,988386,1021181,1843,9,686,Reels Feed,9.206105479831685,Photography,1523,94011
IG0004224,25:23,Reel,175237,4514,338,10951,567792,644450,103,9,735,Explore,29.64388238032431,Music,1523,191040
IG0004225,25:23,Video,90227,1598,3927,3565,1906792,2069317,573,0,958,Profile,4.7995063105362785,Music,1523,99317
IG0004226,25:23,Reel,36014,6169,2933,9107,75986,544468,879,15,585,Reels Feed,9.95889565594305,Lifestyle,1523,54223
IG0004227,25:23,Carousel,184305,5821,3620,10063,76794,562315,1150,4,438,Hashtags,36.2446315677156,Photography,1523,203809
IG0004228,25:23,Video,24726,5605,378,770,664238,1076584,601,22,394,Reels Feed,2.9239706330393167,Photography,1523,31479
IG0004229,25:23,Video,115211,2645,365,7108,1167125,1363522,1887,2,269,Profile,9.191564199184171,Lifestyle,1523,125329
IG0004230,25:23,Video,50818,3807,2467,12182,1694254,2094501,1905,23,318,Hashtags,3.307422627155585,Beauty,1523,69274
IG0004231,25:23,Video,112329,9741,4180,8153,345192,627634,661,16,292,Home Feed,21.414231861243973,Beauty,1523,134403
IG0004232,25:23,Video,47543,5406,3990,4459,1360056,1622865,767,14,693,Explore,3.783309147710993,Comedy,1523,61398
IG0004233,25:23,Photo,115477,2143,312,9517,1085920,1491934,1166,26,480,Explore,8.542536063927761,Beauty,1523,127449
IG0004234,25:23,Reel,130903,8880,2748,8911,1321051,1635391,1963,11,753,Reels Feed,9.26029310421789,Travel,1523,151442
IG0004235,25:23,Video,182383,3387,4926,12189,244744,473829,1609,24,471,Hashtags,42.81818968446422,Photography,1523,202885
IG0004236,25:23,Video,18880,6773,283,291,1941359,1957294,508,0,871,Home Feed,1.339962213137117,Fashion,1523,26227
IG0004237,25:23,Photo,35450,7421,3827,12435,399106,861033,25,25,872,Reels Feed,6.867681029646948,Photography,1523,59133
IG0004238,25:23,Photo,98049,9480,2034,9743,1153737,1434257,890,25,480,Hashtags,8.318313942340877,Travel,1523,119306
IG0004239,25:23,Video,154788,3063,3805,8698,161206,647038,772,21,360,Explore,26.328283655674014,Travel,1523,170354
IG0004240,25:23,Reel,111198,8538,2345,9473,1397724,1717846,958,22,999,Profile,7.658078780053626,Food,1523,131554
