post_id,upload_date,media_type,likes,comments,shares,saves,reach,impressions,caption_length,hashtags_count,followers_gained,traffic_source,engagement_rate,content_category
IG0005188,25:23.0,Reel,10168,8680,3587,6325,418169,728470,795,27,997,Reels Feed,3.95,Fashion
IG0005189,25:23.0,Video,132828,5928,3485,13333,42252,159223,1636,1,46,Hashtags,97.71,Food
IG0005190,25:23.0,Reel,104615,1856,4343,916,1726180,2208891,750,25,907,External,5.06,Lifestyle
IG0005191,25:23.0,Reel,179041,3037,3947,14665,712314,1184285,19,25,383,Explore,16.95,Technology
IG0005192,25:23.0,Video,112335,4654,1574,601,1648629,1858488,405,5,54,Explore,6.41,Beauty
IG0005193,25:23.0,Photo,107006,8011,2193,6724,16865,192293,1450,29,320,Hashtags,64.45,Fitness
IG0005194,25:23.0,Reel,189714,2265,1832,6968,1360762,1578211,774,30,507,Reels Feed,12.72,Food
IG0005195,25:23.0,Carousel,178530,5290,4776,13910,664475,953724,2076,28,873,Hashtags,21.23,Music
IG0005196,25:23.0,Carousel,130014,8260,2152,754,424063,724129,1176,6,265,Hashtags,19.5,Comedy
IG0005197,25:23.0,Reel,188008,7304,1207,3379,1421638,1571188,1599,27,244,External,12.72,Lifestyle
IG0005198,25:23.0,Carousel,84937,8691,3709,9939,637289,1116151,1303,24,449,Hashtags,9.61,Comedy
IG0005199,25:23.0,Video,70892,572,2360,1749,794909,1078668,1974,23,778,Explore,7.01,Lifestyle
IG0005200,25:23.0,Video,51748,8242,3437,9625,594148,908338,53,4,232,Explore,8.04,Travel
IG0005201,25:23.0,Photo,86024,7569,3864,13485,1271537,1669112,855,28,369,Reels Feed,6.65,Music
IG0005202,25:23.0,Reel,176048,1714,730,6138,1312960,1384233,1874,3,636,Explore,13.34,Comedy
IG0005203,25:23.0,Reel,174958,7081,3841,3505,1076142,1291964,1216,3,668,Profile,14.66,Beauty
IG0005204,25:23.0,Reel,33694,9296,4198,8974,1974272,2059466,905,4,574,Home Feed,2.73,Technology
IG0005205,25:23.0,Reel,91459,3304,3689,14537,608436,866909,1832,22,547,Home Feed,13.03,Fashion
IG0005206,25:23.0,Reel,172666,1522,3904,8151,548568,920870,334,2,905,Profile,20.22,Fitness
IG0005207,25:23.0,Video,128666,7257,2798,11942,1639474,1972367,1212,6,989,Explore,7.64,Technology
IG0005208,25:23.0,Photo,121406,7751,159,9111,1017759,1035865,2121,23,866,Hashtags,13.36,Technology
IG0005209,25:23.0,Reel,119542,3824,4558,8468,600611,1044018,35,11,769,Home Feed,13.06,Lifestyle
IG0005210,25:23.0,Reel,43909,7565,115,5998,1935416,2412002,2023,29,860,Home Feed,2.39,Beauty
IG0005211,25:23.0,Reel,187799,7439,937,3833,1000725,1331847,1453,26,247,Reels Feed,15.02,Lifestyle
IG0005212,25:23.0,Reel,125557,8771,4879,7589,1944628,2061778,766,26,259,Reels Feed,7.12,Photography
IG0005213,25:23.0,Reel,48000,8913,2297,7540,1333198,1589202,2189,18,51,Reels Feed,4.2,Food
IG0005214,25:23.0,Photo,140960,3085,2436,10878,1550285,1939054,874,1,50,Reels Feed,8.12,Fitness
IG0005215,25:23.0,Photo,158447,7911,3654,11027,951641,1036744,1860,23,125,Profile,17.46,Food
IG0005216,25:23.0,Reel,145872,6794,4319,14133,1490687,1929239,1678,17,742,Reels Feed,8.87,Fashion
IG0005217,25:23.0,Photo,155397,9670,1681,3687,337504,414303,1852,14,325,Reels Feed,41.14,Photography
IG0005218,25:23.0,Photo,186549,4207,2120,196,666239,910157,910,11,425,Explore,21.21,Music
IG0005219,25:23.0,Video,145954,9218,1530,1136,1844667,2293569,2058,22,387,Profile,6.88,Fashion
IG0005220,25:23.0,Carousel,60772,8781,3707,4444,179340,268115,1505,8,139,Profile,28.98,Fashion
IG0005221,25:23.0,Photo,76327,2263,4005,13454,971128,1036646,15,17,328,Home Feed,9.27,Travel
IG0005222,25:23.0,Reel,72003,9138,4698,7921,1070069,1379178,774,27,150,Home Feed,6.8,Fitness
IG0005223,25:23.0,Photo,63039,6370,66,7274,478891,659867,947,21,943,Profile,11.63,Lifestyle
IG0005224,25:23.0,Reel,74352,1077,784,7943,710221,1086304,547,4,553,Reels Feed,7.75,Beauty
IG0005225,25:23.0,Reel,73776,5925,2445,4136,679466,1163681,1758,15,686,Hashtags,7.41,Food
IG0005226,25:23.0,Photo,78494,8081,3028,8290,293583,561278,1638,9,483,Reels Feed,17.44,Fashion
IG0005227,25:23.0,Photo,105306,8388,4305,8649,1687726,2176261,378,1,431,Hashtags,5.82,Food
IG0005228,25:23.0,Photo,59354,2778,753,8666,1104483,1447780,2015,29,860,Reels Feed,4.94,Food
IG0005229,25:23.0,Video,174897,9625,3290,7756,1642790,1725985,1174,27,48,Reels Feed,11.33,Music
IG0005230,25:23.0,Photo,169252,3462,1400,14456,127566,521700,1206,24,994,Reels Feed,36.15,Fitness
IG0005231,25:23.0,Carousel,22496,6640,1747,13436,763230,828864,1339,28,672,Reels Feed,5.35,Fitness
IG0005232,25:23.0,Carousel,35991,36,1037,11039,312351,624533,2178,0,186,Hashtags,7.7,Comedy
IG0005233,25:23.0,Photo,169791,8443,4706,14122,966411,1191174,1826,23,499,Home Feed,16.54,Technology
IG0005234,25:23.0,Carousel,155818,8231,324,11187,1775548,2207629,551,11,861,Hashtags,7.95,Fitness
IG0005235,25:23.0,Photo,157444,4488,3198,12588,1817196,1956482,117,5,188,Explore,9.08,Food
IG0005236,25:23.0,Video,118862,1705,4882,13595,1617779,2088429,1859,11,569,Home Feed,6.66,Lifestyle
IG0005237,25:23.0,Photo,45178,5767,1242,10882,959522,1324749,192,1,227,Explore,4.76,Food
IG0005238,25:23.0,Reel,178029,1357,206,4441,943681,1127605,26,28,769,Profile,16.32,Lifestyle
IG0005239,25:23.0,Reel,10761,7772,3867,8044,166486,176554,901,13,345,Profile,17.24,Comedy
IG0005240,25:23.0,Photo,80943,1127,3515,8277,1801817,2088855,1786,12,271,Explore,4.49,Lifestyle
IG0005241,25:23.0,Photo,163830,4022,2491,2910,1246627,1637112,666,21,118,Explore,10.58,Fitness
IG0005242,25:23.0,Photo,85584,4435,504,14830,692778,700868,1330,2,740,Profile,15.03,Music
IG0005243,25:23.0,Reel,145991,1851,1308,1279,571158,759560,534,3,536,Hashtags,19.8,Lifestyle
IG0005244,25:23.0,Reel,76382,207,4535,2966,1188392,1211497,1226,0,616,Reels Feed,6.94,Food
IG0005245,25:23.0,Reel,94189,3072,706,5140,1206784,1484782,1430,18,484,Profile,6.94,Beauty
IG0005246,25:23.0,Carousel,173345,5962,1105,3120,305968,799167,1550,7,940,Profile,22.97,Fitness
IG0005247,25:23.0,Reel,19787,1821,4715,10752,1529870,2017503,1334,10,471,Reels Feed,1.84,Beauty
IG0005248,25:23.0,Photo,115727,9950,3790,5732,1399033,1674897,1644,9,876,External,8.07,Photography
IG0005249,25:23.0,Photo,65338,8114,3100,2361,379114,636398,1986,26,440,Explore,12.4,Photography
IG0005250,25:23.0,Reel,144004,8873,823,976,758755,899702,1750,19,147,Profile,17.19,Food
IG0005251,25:23.0,Video,43637,8429,395,994,1319283,1354874,1661,0,984,External,3.95,Photography
IG0005252,25:23.0,Video,111489,4150,2976,10059,1658618,1907807,852,23,310,Reels Feed,6.74,Technology
IG0005253,25:23.0,Reel,27551,6347,4159,13712,608610,895207,774,14,911,Home Feed,5.78,Comedy
IG0005254,25:23.0,Carousel,162175,2680,222,12864,1807842,2068248,439,12,458,Profile,8.6,Fitness
IG0005255,25:23.0,Reel,94786,7242,947,13164,916530,1119034,1583,5,690,Hashtags,10.38,Beauty
IG0005256,25:23.0,Reel,143384,64,3340,13905,622666,709647,475,15,346,Home Feed,22.64,Food
IG0005257,25:23.0,Video,16908,4215,9,7581,1147906,1198069,804,1,471,Hashtags,2.4,Technology
IG0005258,25:23.0,Carousel,165431,8150,3598,8648,601662,976391,2020,13,701,Hashtags,19.03,Food
IG0005259,25:23.0,Carousel,118540,9752,3111,7244,1029079,1122356,1799,5,272,Profile,12.35,Technology
IG0005260,25:23.0,Photo,159726,8825,2191,7215,798006,967648,190,13,895,Reels Feed,18.39,Photography
IG0005261,25:23.0,Video,149838,6714,524,6950,1862619,2013061,1582,1,74,Hashtags,8.15,Photography
IG0005262,25:23.0,Reel,190585,1883,4722,12882,744811,854260,208,7,368,Reels Feed,24.59,Lifestyle
IG0005263,25:23.0,Reel,53125,2593,1397,12979,1118096,1454207,1292,12,164,Reels Feed,4.82,Travel
IG0005264,25:23.0,Video,86945,3566,4191,7867,449930,509602,375,4,701,Home Feed,20.13,Food
IG0005265,25:23.0,Video,56096,369,1492,9662,1281921,1359241,1282,8,463,External,4.97,Lifestyle
IG0005266,25:23.0,Photo,13629,9689,496,8661,745427,1147587,27,9,578,Reels Feed,2.83,Fitness
IG0005267,25:23.0,Reel,172769,7686,4675,7726,446822,598246,2103,20,417,Explore,32.24,Lifestyle
IG0005268,25:23.0,Reel,184526,2998,2457,11967,911405,1285027,2186,14,798,Home Feed,15.72,Fashion
IG0005269,25:23.0,Photo,82302,6542,1232,8644,715986,1190354,1231,22,347,Reels Feed,8.29,Photography
IG0005270,25:23.0,Carousel,102900,9458,4143,6750,411463,509269,854,29,65,Profile,24.2,Fashion
IG0005271,25:23.0,Carousel,176119,4342,580,11085,158515,506209,257,1,977,External,37.95,Food
IG0005272,25:23.0,Photo,46006,9322,679,3465,1699952,2115942,1994,6,716,Home Feed,2.81,Beauty
IG0005273,25:23.0,Carousel,185138,621,3682,7570,1069938,1152544,197,4,627,External,17.09,Beauty
IG0005274,25:23.0,Reel,125534,9868,1265,434,1556951,1863413,153,2,211,Reels Feed,7.36,Fitness
IG0005275,25:23.0,Carousel,81284,7141,1012,3722,66835,227609,1000,20,493,Hashtags,40.93,Lifestyle
IG0005276,25:23.0,Reel,161860,8752,208,14539,607318,1050940,639,22,215,Hashtags,17.64,Beauty
IG0005277,25:23.0,Photo,9561,7197,3387,1313,1442804,1794700,1268,22,54,Home Feed,1.2,Technology
IG0005278,25:23.0,Carousel,178450,1382,2568,13207,1407619,1433276,156,17,402,Hashtags,13.65,Technology
IG0005279,25:23.0,Carousel,97074,8779,1731,14320,1193258,1422644,475,20,525,Profile,8.57,Fitness
IG0005280,25:23.0,Video,35007,7304,1340,2175,1505805,1776910,32,28,253,Reels Feed,2.58,Comedy
IG0005281,25:23.0,Carousel,66457,7040,3425,5266,1171334,1269719,1462,13,350,External,6.47,Photography
IG0005282,25:23.0,Reel,71641,3522,1481,7882,1143586,1451117,1916,8,121,External,5.82,Lifestyle
IG0005283,25:23.0,Photo,118348,2947,4006,5620,1067499,1408497,1436,5,399,External,9.3,Food
IG0005284,25:23.0,Video,173336,1310,327,13494,1076687,1284522,13,25,303,Profile,14.67,Music
IG0005285,25:23.0,Reel,160144,9191,1048,2354,1610897,1739810,1108,0,422,External,9.93,Music
IG0005286,25:23.0,Photo,100161,3001,4988,4903,1676466,1979039,1376,8,794,Hashtags,5.71,Music
IG0005287,25:23.0,Photo,124226,7784,2295,1046,1264564,1459766,714,3,133,Reels Feed,9.27,Beauty
IG0005288,25:23.0,Photo,121565,8977,1535,711,1965300,2064115,393,19,789,Profile,6.43,Comedy
IG0005289,25:23.0,Photo,74660,7928,1881,14940,1321423,1431608,732,30,109,Explore,6.94,Comedy
IG0005290,25:23.0,Photo,150027,7259,1924,6416,1177222,1514327,1458,17,74,Reels Feed,10.94,Lifestyle
IG0005291,25:23.0,Video,163084,2023,3981,5094,948316,987617,402,30,353,Explore,17.64,Lifestyle
IG0005292,25:23.0,Video,187276,7253,137,13408,1457250,1805732,1203,12,596,External,11.52,Comedy
IG0005293,25:23.0,Photo,25577,6394,1529,250,1956400,2442572,1633,29,724,Explore,1.38,Fitness
IG0005294,25:23.0,Carousel,39655,4625,702,4925,1874068,2263498,968,6,133,Reels Feed,2.2,Lifestyle
IG0005295,25:23.0,Carousel,7428,7966,364,1180,315865,515609,1228,13,128,Home Feed,3.29,Fitness
IG0005296,25:23.0,Photo,77630,8305,320,165,1865364,2238198,1986,11,942,Reels Feed,3.86,Fashion
IG0005297,25:23.0,Photo,14175,2071,1738,9533,1068281,1166027,1476,10,802,Hashtags,2.36,Technology
IG0005298,25:23.0,Photo,195178,7161,1,13043,1771873,1799188,1778,6,242,Explore,11.97,Photography
IG0005299,25:23.0,Photo,140557,7681,752,8952,1184200,1493067,1323,13,475,External,10.58,Lifestyle
IG0005300,25:23.0,Reel,106944,1383,117,4873,532940,744496,2024,24,983,Explore,15.22,Comedy
IG0005301,25:23.0,Carousel,133477,5131,2035,13900,1934319,2233723,1967,2,643,Hashtags,6.92,Technology
IG0005302,25:23.0,Video,161915,2686,2034,4172,1125234,1288389,417,7,72,Reels Feed,13.26,Technology
IG0005303,25:23.0,Reel,95319,5651,3633,5223,1899042,2305873,827,11,929,Reels Feed,4.76,Travel
IG0005304,25:23.0,Photo,143596,9805,810,6352,246561,495707,1276,19,584,Explore,32.39,Comedy
IG0005305,25:23.0,Photo,185473,2787,4236,7477,963522,1202367,385,5,59,External,16.63,Photography
IG0005306,25:23.0,Carousel,43154,5187,358,1473,455201,894237,1208,1,334,Profile,5.61,Comedy
IG0005307,25:23.0,Reel,71950,4893,457,10201,1224155,1320853,922,24,60,Home Feed,6.62,Lifestyle
IG0005308,25:23.0,Video,197526,9472,4773,13001,844876,1144272,2114,10,85,Explore,19.64,Food
IG0005309,25:23.0,Carousel,117168,8819,4606,2266,374491,825097,1228,15,448,Explore,16.1,Fashion
IG0005310,25:23.0,Carousel,49912,4672,4618,1122,1751045,2120671,312,1,565,Home Feed,2.84,Fitness
IG0005311,25:23.0,Video,99694,7282,2027,5104,883436,1320474,831,0,340,Reels Feed,8.64,Food
IG0005312,25:23.0,Carousel,140849,3321,1642,11893,224850,408227,1082,5,313,Explore,38.63,Fashion
IG0005313,25:23.0,Reel,44616,1745,2177,13887,1228916,1547514,1519,30,899,Profile,4.03,Food
IG0005314,25:23.0,Photo,111459,1712,34,11791,1842250,1951163,1446,13,264,Home Feed,6.41,Fitness
IG0005315,25:23.0,Carousel,110021,4956,1099,12262,1035977,1349561,1245,8,678,External,9.51,Beauty
IG0005316,25:23.0,Carousel,177648,6196,1017,8024,867487,1224243,1434,4,51,Hashtags,15.76,Comedy
IG0005317,25:23.0,Photo,135928,3694,4529,9261,819199,1041155,1835,7,882,Home Feed,14.73,Food
IG0005318,25:23.0,Video,93879,1678,4780,14313,1662816,2145427,1527,2,698,Profile,5.34,Lifestyle
IG0005319,25:23.0,Carousel,70930,6630,3913,7747,875052,1369468,484,19,141,Explore,6.51,Photography
IG0005320,25:23.0,Photo,179566,7631,3649,10609,450684,655279,1902,23,883,Explore,30.74,Music
IG0005321,25:23.0,Video,116947,58,2811,8530,1621321,1796892,964,13,661,Hashtags,7.14,Lifestyle
IG0005322,25:23.0,Photo,54028,8183,3087,6235,221626,299187,495,10,945,Reels Feed,23.91,Fitness
IG0005323,25:23.0,Video,89176,2372,4269,1315,1689915,1694575,1960,10,731,External,5.73,Photography
IG0005324,25:23.0,Reel,118620,220,4121,12054,1680031,2015643,1657,0,437,External,6.7,Lifestyle
IG0005325,25:23.0,Video,121325,4938,1275,4357,787128,850270,1080,22,502,External,15.51,Technology
IG0005326,25:23.0,Photo,67702,6702,4261,3482,1458622,1772436,1158,22,673,Hashtags,4.63,Comedy
IG0005327,25:23.0,Carousel,195706,5972,1031,10701,1373899,1615061,1269,12,285,Hashtags,13.21,Photography
IG0005328,25:23.0,Reel,18935,1074,4159,4765,570231,861248,822,19,703,Explore,3.36,Technology
IG0005329,25:23.0,Reel,32575,5661,1575,11375,269106,644451,290,24,194,External,7.94,Lifestyle
IG0005330,25:23.0,Carousel,8457,3894,1114,1983,1698460,2118610,14,10,64,Hashtags,0.73,Fashion
IG0005331,25:23.0,Video,93857,2643,3716,14313,1485704,1792898,1726,19,897,Home Feed,6.39,Travel
IG0005332,25:23.0,Photo,164387,8600,4299,2396,1314508,1335170,1301,28,683,Home Feed,13.46,Fashion
IG0005333,25:23.0,Photo,140505,1824,4439,11073,1295752,1736552,2102,27,283,Home Feed,9.09,Comedy
IG0005334,25:23.0,Carousel,5695,9177,3022,6708,792547,1187937,1601,28,307,Profile,2.07,Photography
IG0005335,25:23.0,Carousel,59202,4532,2233,3615,1024530,1321624,814,6,26,Hashtags,5.26,Photography
IG0005336,25:23.0,Carousel,35483,8696,4897,8295,1613196,1997039,893,16,961,External,2.87,Comedy
IG0005337,25:23.0,Video,111434,4789,3257,14641,19121,298325,1713,11,883,Profile,44.96,Technology
IG0005338,25:23.0,Carousel,8292,4934,924,6816,986287,1121708,45,1,298,Explore,1.87,Travel
IG0005339,25:23.0,Carousel,76867,9750,2465,4215,1236998,1517063,1286,25,253,Home Feed,6.15,Lifestyle
IG0005340,25:23.0,Carousel,181398,9108,1303,487,1225880,1552936,245,27,450,Profile,12.38,Fitness
IG0005341,25:23.0,Video,68939,3731,2853,8244,1709883,1748093,1677,4,622,Home Feed,4.79,Fashion
IG0005342,25:23.0,Carousel,110097,6597,1568,1767,1799823,2255680,1165,13,528,Reels Feed,5.32,Fashion
IG0005343,25:23.0,Video,172313,4148,4235,5312,1918623,2290592,991,2,785,Hashtags,8.12,Music
IG0005344,25:23.0,Video,72807,8251,2031,9093,45509,106732,786,26,927,Reels Feed,86.37,Travel
IG0005345,25:23.0,Reel,188522,6880,1248,14863,429278,516136,69,21,983,Explore,40.98,Fitness
IG0005346,25:23.0,Video,169369,8744,2742,7687,1517342,1577283,2191,0,44,Reels Feed,11.95,Fashion
IG0005347,25:23.0,Reel,188041,2634,2344,6944,861136,1026042,755,13,314,Home Feed,19.49,Fitness
IG0005348,25:23.0,Reel,71630,2671,3146,1688,1292335,1427879,2150,25,398,Hashtags,5.54,Lifestyle
IG0005349,25:23.0,Photo,48963,7969,4273,14361,1039288,1508976,372,5,261,External,5.01,Photography
IG0005350,25:23.0,Photo,120242,5196,4997,10441,1684396,1990090,1014,11,643,Home Feed,7.08,Fitness
IG0005351,25:23.0,Carousel,113750,1715,2339,7168,1490664,1757155,449,27,96,Explore,7.11,Fashion
IG0005352,25:23.0,Video,11884,591,767,13287,47022,224724,1896,29,421,Hashtags,11.81,Technology
IG0005353,25:23.0,Photo,35165,9266,203,1424,110881,372577,483,23,125,Hashtags,12.36,Travel
IG0005354,25:23.0,Video,196325,2395,4362,12515,1738419,1754956,469,11,544,Home Feed,12.29,Comedy
IG0005355,25:23.0,Video,173735,9222,533,6153,1262673,1562172,2082,28,537,Profile,12.14,Food
IG0005356,25:23.0,Reel,191536,7734,1572,8495,664095,1070342,2013,20,967,External,19.56,Beauty
IG0005357,25:23.0,Video,171264,4187,3090,11795,412575,775005,658,26,446,Explore,24.56,Beauty
IG0005358,25:23.0,Carousel,179884,6134,4655,2478,1196928,1324807,2183,14,832,Hashtags,14.58,Food
IG0005359,25:23.0,Carousel,84749,2605,1086,6844,1923346,2374841,1596,0,877,Explore,4.01,Fitness
IG0005360,25:23.0,Video,188083,9878,3139,2399,608851,714897,28,28,146,External,28.47,Travel
IG0005361,25:23.0,Reel,100393,5248,3612,8841,838199,899619,767,0,485,Reels Feed,13.13,Fitness
IG0005362,25:23.0,Reel,117319,8961,1555,12170,1629137,2083840,788,4,838,Home Feed,6.72,Comedy
IG0005363,25:23.0,Photo,114700,3852,555,3018,1654228,1837456,86,13,128,Home Feed,6.65,Travel
IG0005364,25:23.0,Photo,48859,7531,1142,4779,275922,492069,2063,14,752,External,12.66,Food
IG0005365,25:23.0,Reel,121117,1617,1090,3757,991888,1371484,1810,0,797,Hashtags,9.3,Fitness
IG0005366,25:23.0,Reel,115702,11,908,1808,758213,862783,736,17,149,Reels Feed,13.73,Music
IG0005367,25:23.0,Reel,13222,6112,2883,8528,762962,1026218,1763,18,33,Home Feed,3,Fashion
IG0005368,25:23.0,Video,43725,2484,2615,11040,1819995,1864186,1466,19,99,Hashtags,3.21,Technology
IG0005369,25:23.0,Photo,62365,7039,468,6357,665274,742643,1287,9,684,Hashtags,10.26,Photography
IG0005370,25:23.0,Carousel,136150,5483,4891,2147,103971,217574,1910,20,633,Hashtags,68.33,Technology
IG0005371,25:23.0,Video,121670,2685,419,3102,953432,1212447,1448,13,692,Reels Feed,10.55,Comedy
IG0005372,25:23.0,Photo,102346,2326,2676,4967,1183244,1535574,324,9,559,Reels Feed,7.31,Fitness
IG0005373,25:23.0,Carousel,54966,732,2138,4566,1213652,1271023,927,10,469,External,4.91,Lifestyle
IG0005374,25:23.0,Video,24352,9330,333,1418,576410,796993,1066,17,739,Reels Feed,4.45,Travel
IG0005375,25:23.0,Carousel,171935,2754,2920,8052,87486,383611,1731,12,267,Hashtags,48.4,Fitness
IG0005376,25:23.0,Carousel,116746,531,3768,2801,1884550,2018218,2096,23,570,Profile,6.14,Travel
IG0005377,25:23.0,Reel,20322,1618,3244,2276,1130751,1556711,688,15,399,External,1.76,Photography
IG0005378,25:23.0,Video,197969,1112,3643,2785,1422183,1476604,1303,6,562,External,13.92,Music
IG0005379,25:23.0,Carousel,179047,9103,2331,2965,250024,522122,1649,19,528,Explore,37.05,Technology
IG0005380,25:23.0,Photo,75086,1765,2424,5980,697513,794377,1520,17,662,Explore,10.73,Fashion
IG0005381,25:23.0,Carousel,37347,420,4338,7284,176139,251943,1189,4,931,Profile,19.6,Photography
IG0005382,25:23.0,Reel,64012,6481,2332,2496,1656887,2008550,419,6,874,External,3.75,Photography
IG0005383,25:23.0,Video,113437,5585,4258,6043,1267966,1751441,1285,11,245,Hashtags,7.38,Technology
IG0005384,25:23.0,Photo,124828,5930,4743,2641,690633,1083737,504,13,391,External,12.75,Photography
IG0005385,25:23.0,Reel,111866,3619,4166,10500,250919,472394,209,27,620,Reels Feed,27.55,Lifestyle
IG0005386,25:23.0,Carousel,34414,7642,2337,3745,873873,1149812,1730,23,152,External,4.19,Lifestyle
IG0005387,25:23.0,Video,21523,9546,4049,4506,1298084,1581207,161,30,47,External,2.51,Beauty
IG0005388,25:23.0,Reel,40217,6489,1504,11865,344352,433649,2131,8,461,External,13.85,Beauty
IG0005389,25:23.0,Reel,145404,132,3121,3872,784941,1209067,1707,26,677,Explore,12.62,Lifestyle
IG0005390,25:23.0,Reel,22800,2984,2572,13286,1367357,1656060,838,19,403,Explore,2.51,Food
IG0005391,25:23.0,Photo,15745,6052,549,11148,520784,844597,513,3,249,Home Feed,3.97,Music
IG0005392,25:23.0,Reel,156917,5646,3059,3987,1495140,1584594,1904,29,29,External,10.7,Travel
IG0005393,25:23.0,Reel,78358,8348,1511,11947,759627,1208451,2085,8,137,External,8.29,Music
IG0005394,25:23.0,Video,17010,871,1246,820,1736068,2078541,1974,5,127,Hashtags,0.96,Comedy
IG0005395,25:23.0,Reel,47657,6315,3864,6529,94140,233492,556,14,708,External,27.57,Photography
IG0005396,25:23.0,Carousel,33092,9111,2499,10440,1825175,2204647,1477,24,102,Explore,2.5,Fashion
IG0005397,25:23.0,Carousel,147059,6447,1467,13175,1156778,1449050,2169,16,641,Reels Feed,11.6,Photography
IG0005398,25:23.0,Photo,119973,6,394,5345,1449752,1686847,1967,6,764,Explore,7.45,Music
IG0005399,25:23.0,Reel,145785,6764,3060,10668,734254,1117066,620,9,113,Reels Feed,14.89,Lifestyle
IG0005400,25:23.0,Photo,194106,2856,4519,1175,848562,1114802,1678,1,748,Profile,18.18,Technology
IG0005401,25:23.0,Carousel,121937,3047,124,2409,1476986,1687061,995,15,808,Profile,7.56,Comedy
IG0005402,25:23.0,Video,41447,6303,3548,12710,952144,1177648,2175,3,769,Explore,5.44,Lifestyle
IG0005403,25:23.0,Photo,641,3605,3125,14240,443868,550450,1411,12,925,Hashtags,3.93,Music
IG0005404,25:23.0,Reel,125661,9863,57,13185,1458762,1561672,883,2,885,Explore,9.53,Technology
IG0005405,25:23.0,Reel,95325,1912,4073,5917,591842,684512,2131,14,995,Hashtags,15.66,Fashion
IG0005406,25:23.0,Carousel,158930,8331,4357,11616,329514,608072,1952,30,537,Reels Feed,30.13,Music
IG0005407,25:23.0,Photo,87974,9626,4502,5933,1392183,1862405,2122,19,651,Home Feed,5.8,Travel
IG0005408,25:23.0,Photo,143031,14,3065,11047,1381751,1407619,1008,2,711,Hashtags,11.16,Fitness
IG0005409,25:23.0,Carousel,46237,1799,2282,3601,412652,595983,1923,16,924,Home Feed,9.05,Technology
IG0005410,25:23.0,Video,157446,4603,4899,13749,1412252,1661128,2022,15,315,External,10.88,Music
IG0005411,25:23.0,Carousel,199444,6873,252,6882,1675609,1716316,576,8,17,Reels Feed,12.44,Lifestyle
IG0005412,25:23.0,Video,100364,2664,2935,2925,1698783,1980590,1604,18,635,External,5.5,Travel
IG0005413,25:23.0,Reel,105282,1701,2917,71,1915848,2327816,291,17,395,Reels Feed,4.72,Food
IG0005414,25:23.0,Carousel,145059,351,4491,2979,1638487,1858231,937,9,597,Hashtags,8.23,Technology
IG0005415,25:23.0,Video,3861,9738,710,12255,284546,705838,1007,26,740,Reels Feed,3.76,Travel
IG0005416,25:23.0,Photo,3988,7577,294,3271,279295,676723,470,29,591,Explore,2.24,Lifestyle
IG0005417,25:23.0,Reel,184731,5653,3121,6803,195579,326971,1454,18,319,Reels Feed,61.26,Music
IG0005418,25:23.0,Photo,26262,1189,3978,7083,982591,994241,1518,13,765,Reels Feed,3.87,Photography
IG0005419,25:23.0,Carousel,3077,7657,1807,3693,1890852,2078145,1687,12,28,Explore,0.78,Fashion
IG0005420,25:23.0,Video,45214,7183,2960,7287,1963021,2078576,1896,10,214,External,3.01,Photography
IG0005421,25:23.0,Reel,113963,7188,4701,7311,803311,942645,58,25,667,Profile,14.13,Fitness
IG0005422,25:23.0,Carousel,161878,8268,3048,10296,745071,925143,1495,2,623,Explore,19.83,Travel
IG0005423,25:23.0,Photo,186590,5718,204,11593,1983450,2134697,2051,25,265,External,9.56,Fitness
IG0005424,25:23.0,Carousel,115323,8047,1583,12821,100258,484715,357,12,81,Profile,28.42,Fashion
IG0005425,25:23.0,Carousel,185542,9306,2138,4915,1029254,1213775,1828,28,298,Explore,16.63,Travel
IG0005426,25:23.0,Photo,137839,3346,1423,6991,196895,569343,753,13,564,External,26.28,Beauty
IG0005427,25:23.0,Photo,102719,9219,2543,9893,1632947,2070343,538,11,376,Explore,6.01,Lifestyle
IG0005428,25:23.0,Photo,155646,7448,4644,11543,1867575,2187911,1050,9,368,Hashtags,8.19,Travel
IG0005429,25:23.0,Carousel,86409,2139,3458,8206,1732359,1739739,29,8,814,Profile,5.76,Lifestyle
IG0005430,25:23.0,Reel,29919,9815,4530,12663,716668,1049315,2034,30,608,Home Feed,5.43,Photography
IG0005431,25:23.0,Reel,124577,2842,4569,13,1210316,1219466,1894,2,954,Hashtags,10.82,Comedy
IG0005432,25:23.0,Video,143149,101,4283,14281,952188,972856,144,22,581,Explore,16.63,Technology
IG0005433,25:23.0,Carousel,155030,5539,1022,1452,1771463,2243218,695,28,238,Reels Feed,7.27,Comedy
IG0005434,25:23.0,Reel,110342,3497,935,4955,401339,427832,1720,23,575,Explore,27.99,Music
IG0005435,25:23.0,Video,36924,1739,4471,1684,35066,387783,617,10,709,Reels Feed,11.56,Technology
IG0005436,25:23.0,Reel,148322,298,3551,6989,397845,850481,392,5,725,Explore,18.71,Technology
IG0005437,25:23.0,Video,48045,1457,3508,13427,1555176,1911533,799,9,340,Reels Feed,3.48,Food
IG0005438,25:23.0,Video,139688,4680,3921,595,567353,996536,669,27,378,Explore,14.94,Technology
IG0005439,25:23.0,Carousel,30721,3187,2750,4151,820088,1281476,1305,1,438,Hashtags,3.18,Fashion
IG0005440,25:23.0,Reel,96454,1678,2153,10765,720403,798172,625,23,585,Explore,13.91,Comedy
